"REF_NO","children","age_band","status","occupation","occupation_partner","home_status","family_income","self_employed","self_employed_partner","year_last_moved","TVarea","post_code","post_area","Average.Credit.Card.Transaction","Balance.Transfer","Term.Deposit","Life.Insurance","Medical.Insurance","Average.A.C.Balance","Personal.Loan","Investment.in.Mutual.Fund","Investment.Tax.Saving.Bond","Home.Loan","Online.Purchase.Amount","Revenue.Grid","gender","region","Investment.in.Commudity","Investment.in.Equity","Investment.in.Derivative","Portfolio.Balance"
8478,"Zero","61-65","Partner","Retired","Retired","Own Home","<20,000, >=17,500","No","No",1961,"Carlton","KT5 9DX","KT5",0,59.98,54.98,0,59.45,0,0,0,24.99,0,0,2,"Male","South East",34.88,4.17,14.07,38.01
7469,"1","41-45","Partner","Business Manager","Secretarial/Admin","Own Home","<27,500, >=25,000","No","No",1984,"Scottish TV","KY2 5LL","KY2",0,0,0,0,0,5.99,47.47,161.9,0,0,12.99,2,"Male","Scotland",0,38.06,35.89,83.01
1263,"Zero","45-50","Partner","Manual Worker","Unknown","Own Home","<25,000, >=22,500","No","No",1970,"HTV","CF42 6DT","CF42",15.49,44.98,19.99,17.99,0,0,0,33.98,0,17.98,0,2,"Female","Wales",19.69,8.66,8.66,64.33
1134,"2","41-45","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1981,"Central","OX9 5SH","OX9",59.97,79.97,19.99,19.99,34.97,34.49,12.98,29.42,4,0,0,2,"Female","South East",42.98,13.48,22.64,44.23
5136,"Zero","51-55","Partner","Secretarial/Admin","Professional","Own Home","<27,500, >=25,000","No","No",1989,"Central","LE12 7TF","LE12",0,0,44.47,97.96,89.68,37.47,45.87,89.43,0,11.48,0,2,"Female","East Midlands",46.42,30.71,60.07,115.9
1964,"1","26-30","Partner","Manual Worker","Professional","Own Home","<30,000, >=27,500","No","No",1996,"Anglia","MK43 0NA","MK43",0,14.49,0,60.96,0,0,0,24.48,0,0,0,2,"Female","South East",15.09,4.08,14.24,58.46
9586,"Zero","61-65","Partner","Retired","Retired","Own Home","<20,000, >=17,500","No","No",1987,"Meridian","PO22 6JH","PO22",51.97,0,24.48,17.98,0,0,0,0,0,0,0,2,"Male","South East",18.89,0,3,18.95
5281,"Zero","26-30","Partner","Secretarial/Admin","Professional","Own Home","<27,500, >=25,000","No","Yes",1993,"Grampian","AB41 6FN","AB41",0,184.47,26.48,35,0,49.94,0,0,0,0,0,2,"Female","Scotland",49.19,8.32,14.16,91.83
1125,"Zero","55-60","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1960,"Central","CV37 0HN","CV37",0,0,0,0,0,24.99,0,12,0,0,0,2,"Female","West Midlands",0,6.17,6.17,2.42
5461,"Zero","51-55","Widowed","Unknown","Unknown","Own Home","<12,500, >=10,000","No","No",1983,"TV South West","TQ12 6YA","TQ12",29.48,0,64.97,110.45,65.46,42.96,0,77.94,15.98,13.94,83.48,2,"Female","South West",54.07,39.05,52.13,82.84
5514,"3","31-35","Partner","Professional","Unknown","Own Home","<30,000, >=27,500","No","Yes",1992,"Tyne Tees","NE24 3QD","NE24",0,11.99,0,0,0,0,13.99,0,0,0,0,2,"Male","North",2.4,2.33,2.33,-28.16
4118,"Zero","45-50","Partner","Secretarial/Admin","Business Manager","Own Home","<30,000, >=27,500","No","No",1994,"Grampian","AB22 8YF","AB22",0,0,0,22.45,0,11.48,0,21.47,7.49,0,389.4,1,"Female","Scotland",4.49,71.64,10.48,93.58
6119,"1","45-50","Partner","Unknown","Retired","Own Home",">=35,000","Yes","No",1995,"Granada","M33 5SZ","M33",0,0,0,0,0,0,0,0,0,0,0,2,"Female","North West",0,0,0,-5.58
771,"Zero","22-25","Single/Never Married","Professional","Unknown","Live in Parental Hom",">=35,000","No","No",1994,"Carlton","TW7 4JF","TW7",34.99,24.99,9.49,22.99,0,0,0,0.51,0,2.24,0,2,"Male","South East",18.49,0.46,3.92,5.77
1752,"2","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1996,"Carlton","L8 4BL","L8",0,0,0,0,0,0,0,0,0,0,0,2,"Male","North West",0,0,0,47.77
1116,"2","36-40","Partner","Housewife","Business Manager","Own Home","<30,000, >=27,500","Yes","Yes",1988,"Meridian","RG22 4TN","RG22",4.99,0,0,121.95,14.99,10.98,0,0,7,22.96,0,2,"Female","South East",28.39,6.82,25.82,89.69
2110,"Zero","65-70","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1958,"HTV","BS36 1LU","BS36",5.09,0,0,0,44.27,19.99,0,29.97,10.97,0,0,2,"Male","South West",9.87,10.16,17.53,19.82
9473,"Zero","18-21","Single/Never Married","Professional","Professional","Own Home","<27,500, >=25,000","No","No",1997,"HTV","TA1 3XD","TA1",41.45,209.94,14.49,189.86,39.96,14.98,0,81.89,0,0,43.96,2,"Female","South West",99.14,23.47,54.45,220.41
8370,"Zero","55-60","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1990,"Granada","CH5 3TB","CH5",191.43,0,409.83,20.98,94.87,9.99,156.42,342.77,3.49,3.23,30.47,2,"Male","Wales",143.42,91.06,104.75,366.18
10799,"1","26-30","Partner","Secretarial/Admin","Manual Worker","Own Home","<17,500, >=15,000","No","No",1995,"Yorkshire","PE23 4PX","PE23",0,222.94,84.94,240.89,64.96,194.3,159.88,90.95,9,0,373.63,1,"Female","East Midlands",122.75,137.96,126.66,338.97
216,"1","36-40","Partner","Other","Manual Worker","Rent from Council/HA","<12,500, >=10,000","No","Yes",1985,"HTV","BA21 5RT","BA21",0,0,0,92.96,0,24.99,11.99,14.98,0,0,195.95,1,"Female","South West",18.59,41.32,24.15,82.64
3733,"2","31-35","Partner","Housewife","Professional","Own Home","<22,500, >=20,000","No","No",1989,"Meridian","BH17 8SE","BH17",53.47,29.99,24.98,101.95,12.78,15.98,241.25,39.49,14.2,34.89,8.49,2,"Female","South West",44.63,59.05,70.94,161.67
9374,"Zero","61-65","Partner","Retired","Unknown","Own Home","<25,000, >=22,500","No","Yes",1995,"TV South West","EX10 9BE","EX10",36.98,192.4,136.94,134.93,48.92,54.41,0,52.44,0,0,19.99,2,"Female","South West",110.03,21.14,48.45,140.46
6529,"Zero","55-60","Widowed","Unknown","Unknown","Rent from Council/HA","< 4,000","No","No",1963,"Central","ST17 9NH","ST17",69.47,0,0,0,44.51,0,0,0,0,0,0,2,"Female","West Midlands",22.8,0,7.42,79.13
4899,"3","31-35","Partner","Professional","Business Manager","Own Home","<30,000, >=27,500","No","No",1992,"HTV","LL15 1JF","LL15",51.92,9.47,0,9.93,109.23,11.46,0,10.7,9.48,0,0,2,"Female","Wales",36.11,5.27,25.13,61.46
708,"Zero","22-25","Single/Never Married","Business Manager","Professional","Own Home","<27,500, >=25,000","No","No",1990,"Meridian","M18 0NX","M18",0,49.98,0,24.48,0,0,0,23.48,0,0,0,2,"Female","North West",14.89,3.91,7.99,30
6976,"Zero","61-65","Widowed","Retired","Unknown","Own Home","< 4,000","No","No",1985,"HTV","SY20 9RP","SY20",0,0,0,72.45,0,0,0,0,0,0,0,2,"Female","Wales",14.49,0,12.08,59.71
3687,"Zero","51-55","Partner","Retired","Retired","Own Home","<25,000, >=22,500","No","No",1988,"Unknown","NP11 7GB","NP11",0,0,0,0,0,0,0,0,0,10.99,0,2,"Female","Unknown",0,1.83,0,-22.07
7636,"3","31-35","Partner","Business Manager","Manual Worker","Own Home",">=35,000","No","Yes",1988,"Central","WS11 1PY","WS11",0,0,104.96,0,50.46,0,0,0,0,0,0,2,"Female","West Midlands",31.08,0,8.41,11.57
4622,"Zero","51-55","Partner","Other","Manual Worker","Own Home","<25,000, >=22,500","No","No",1967,"Scottish TV","FK10 4PF","FK10",0,0,0,0,0,0,0,0,19.49,0,0,2,"Female","Scotland",0,3.25,3.25,23.2
6608,"Zero","31-35","Partner","Professional","Professional","Own Home",">=35,000","No","No",1998,"Anglia","MK4 1JN","MK4",120.46,0,0,0,13.98,0,0,0,0,0,0,2,"Female","South East",26.89,0,2.33,91.88
3005,"Zero","65-70","Widowed","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1986,"Carlton","DA7 6BS","DA7",0,44.99,0,21.92,15.98,123.93,0,23.98,0,0,0,2,"Female","South East",16.58,24.65,30.97,68.45
10379,"Zero","41-45","Partner","Housewife","Unknown","Own Home",">=35,000","No","No",1981,"HTV","SN11 9AY","SN11",0,0,0,0,23.47,46.98,0,0,0,0,0,2,"Female","South West",4.69,7.83,11.74,-3.53
1779,"1","41-45","Partner","Unknown","Unknown","Own Home","<15,000, >=12,500","No","No",0,"HTV","LD2 3EQ","LD2",59.48,78.46,242.86,227.39,0,143.33,0,68.96,6.99,12.48,79.25,2,"Female","Wales",121.64,51.84,74.45,195.19
7539,"Zero","65-70","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1992,"TV South West","DT9 5NZ","DT9",19.99,0,0,0,15.98,41.42,28.96,30.96,0,0,0,2,"Male","South West",7.19,16.89,19.55,48
1605,"Zero","61-65","Partner","Retired","Retired","Rent from Council/HA","< 8,000, >= 4,000","No","No",1997,"Meridian","GU29 0NU","GU29",14.98,0,113.95,27.99,33.97,98.99,0,0,25.96,14.49,18.49,2,"Female","South East",38.18,26.32,31.15,110.99
7252,"2","31-35","Partner","Manual Worker","Manual Worker","Own Home",">=35,000","No","No",1984,"Yorkshire","LS28 8DF","LS28",9.49,128.97,24.99,57.48,0,44.47,95.9,0,23.23,0,0,2,"Female","Unknown",44.19,27.27,36.85,162.15
1644,"Zero","41-45","Partner","Secretarial/Admin","Other","Own Home","<22,500, >=20,000","No","No",1972,"Anglia","PE7 3XD","PE7",0,188.96,0,86.97,0,4.99,0,13.99,8.98,0,0,2,"Female","East Anglia",55.19,4.66,19.16,77.81
1892,"Zero","22-25","Single/Never Married","Business Manager","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1997,"Central","GL4 5WL","GL4",0,0,0,57.98,0,0,0,0,0,0,0,2,"Female","South West",11.6,0,9.66,44.9
10001,"Zero","31-35","Single/Never Married","Manual Worker","Unknown","Own Home","<12,500, >=10,000","No","No",1998,"Carlton","CR7 7EE","CR7",118.98,45.44,129.46,45.48,39.45,77.41,0,43.98,0,0,0,2,"Male","South East",75.76,20.23,34.39,137.25
5929,"Zero","71+","Widowed","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1988,"Yorkshire","HD7 1UD","HD7",0.51,146.43,0.01,39.48,0,65.98,0,42.28,0,3.24,0,2,"Female","Unknown",37.29,18.58,24.62,108.33
1028,"Zero","55-60","Partner","Housewife","Professional","Own Home","<25,000, >=22,500","No","No",1992,"Scottish TV","KA1 1RZ","KA1",0,0,0,83.96,0,29.99,0,29.48,19.49,19.98,0,2,"Female","Scotland",16.79,16.49,27.15,63.38
2246,"Zero","31-35","Divorced/Separated","Professional","Unknown","Own Home","<20,000, >=17,500","No","No",1997,"Central","LE17 5DL","LE17",0,24.44,0,37.43,0,117.96,0,11.44,0,31.43,0,2,"Female","East Midlands",12.37,26.81,27.81,62.61
1330,"2","36-40","Partner","Secretarial/Admin","Manual Worker","Own Home","<25,000, >=22,500","No","No",1981,"HTV","CF38 2PD","CF38",0,0,0,0,0,0,0,0,0,0,0,2,"Female","Wales",0,0,0,82.72
4718,"Zero","36-40","Single/Never Married","Professional","Unknown","Own Home","<30,000, >=27,500","No","No",1998,"Carlton","IG11 7QX","IG11",156.47,0.52,0,38.48,3.99,14.99,0,0,0,0,0,2,"Male","South East",39.89,2.5,9.58,46.03
9147,"Zero","45-50","Partner","Secretarial/Admin","Retired","Own Home","<20,000, >=17,500","No","No",1977,"Central","CV7 8BZ","CV7",0,0,0,0,0,19.49,62.43,53.9,3.99,0,0,2,"Male","West Midlands",0,23.3,23.3,62.84
7030,"2","31-35","Partner","Professional","Professional","Own Home","<27,500, >=25,000","No","No",1994,"Yorkshire","YO8 3TP","YO8",0,72.47,0,105.43,25.48,71.98,16.49,0,1.49,0,0,2,"Female","Unknown",40.68,14.99,36.81,155.84
3682,"2","41-45","Partner","Housewife","Professional","Own Home","<25,000, >=22,500","No","No",1985,"Granada","L16 7PS","L16",0,15.46,0,53.97,0,0,0,0,0,0,0,2,"Female","North West",13.89,0,9,28.03
6268,"Zero","65-70","Partner","Retired","Retired","Own Home","<12,500, >=10,000","No","No",1970,"Scottish TV","ML6 0EW","ML6",29.49,0,19.99,0,0,0,0,0,0,0,0,2,"Male","Scotland",9.9,0,0,3.78
2441,"Zero","45-50","Partner","Professional","Professional","Own Home","<22,500, >=20,000","No","No",1993,"Carlton","SL5 9QW","SL5",0,58.98,0,0,0,0,0,0,0,0,0,2,"Female","South East",11.8,0,0,57.96
1680,"Zero","51-55","Partner","Housewife","Professional","Own Home",">=35,000","No","Yes",1971,"Central","DE73 1EP","DE73",0,29.49,0,0,0,0,0,0,0,0,139.48,1,"Female","East Midlands",5.9,23.25,0,17.8
8506,"1","41-45","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","No",1979,"Yorkshire","S17 4AA","S17",63.97,0,0,55.48,41.94,10.47,222.79,56.45,0,16.46,0,2,"Female","Unknown",32.28,51.03,64.52,123.51
9398,"2","41-45","Partner","Professional","Manual Worker","Own Home","<27,500, >=25,000","No","Yes",1979,"Grampian","IV16 9UT","IV16",0,74.97,0,9.98,0,24.99,50.47,11.99,0,0,0,2,"Female","Scotland",16.99,14.58,16.24,51.33
10205,"Zero","41-45","Partner","Secretarial/Admin","Business Manager","Own Home","<27,500, >=25,000","No","No",1993,"Meridian","L30 4BB","L30",0,22.49,25,0,0,7.97,0,0,0,0,0,2,"Female","North West",9.5,1.33,1.33,-26.15
5176,"Zero","65-70","Partner","Retired","Retired","Own Home","<30,000, >=27,500","No","No",1983,"Carlton","AL9 7BY","AL9",0,107.45,0,139.93,0,82.86,0,147.4,0,19.98,8.99,2,"Male","South East",49.48,43.21,61.7,187.58
6120,"Zero","22-25","Partner","Business Manager","Business Manager","Own Home","<30,000, >=27,500","No","No",1994,"Scottish TV","FK10 3HB","FK10",6.97,0,9.98,0,5.98,0,0,0,0,0,0,2,"Female","Scotland",4.59,0,1,-0.62
5908,"3","26-30","Partner","Housewife","Professional","Own Home",">=35,000","No","No",1989,"Meridian","L21 9EH","L21",141.97,0,0,0,33.94,0,0,0,0,14.49,0,2,"Female","North West",35.18,2.42,5.66,40.06
2972,"2","31-35","Partner","Housewife","Other","Own Home","<12,500, >=10,000","No","No",1995,"HTV","SA31 3PY","SA31",17.49,101.44,0,62.96,0,37.47,0,0,0,0,0,2,"Female","Wales",36.38,6.25,16.74,78.1
6867,"Zero","22-25","Partner","Professional","Professional","Own Home","<20,000, >=17,500","No","No",1996,"Ulster","BT32 3GH","BT32",66.46,0,33.93,0,83.87,0,0,0,0,0,3.49,2,"Female","Northern Ireland",36.85,0.58,13.98,109.09
3867,"Zero","45-50","Single/Never Married","Business Manager","Business Manager","Own Home",">=35,000","No","No",1993,"Granada","BB12 7HS","BB12",174.48,103.47,0,11.99,19.99,0,0,59.43,0,0,0,1,"Male","North West",61.99,9.91,15.24,104.33
2524,"3","31-35","Partner","Secretarial/Admin","Unknown","Own Home","<17,500, >=15,000","No","Yes",1990,"Ulster","BT53 7LL","BT53",0,0,0,0,0,24.99,0,31.48,0,0,15.98,2,"Female","Northern Ireland",0,12.08,9.41,-26.52
2721,"Zero","51-55","Partner","Professional","Professional","Own Home","<30,000, >=27,500","No","No",1973,"Carlton","EN7 6RL","EN7",0,0,19.98,67.96,10.99,103.96,31.98,43.46,10.97,24.47,0,2,"Female","South East",19.79,35.81,44.89,148.9
7468,"Zero","36-40","Single/Never Married","Professional","Unknown","Own Home",">=35,000","No","Yes",1994,"Anglia","IP14 5RR","IP14",37.97,143.86,72.4,462.07,33.96,90.38,263.75,100.9,50.4,65.39,6.98,2,"Female","East Anglia",150.05,96.3,166.91,401.48
3857,"1","45-50","Partner","Professional","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1984,"Yorkshire","HX3 7NG","HX3",0,54.97,17.99,28.44,4.99,81.41,95.81,14.02,0,0,23.47,2,"Female","Unknown",21.28,35.79,37.45,104.45
8248,"Zero","71+","Partner","Retired","Housewife","Own Home","<17,500, >=15,000","No","No",1946,"Central","WS11 1HG","WS11",0.04,171.93,0,163.88,0,6.99,0,179.85,0,0,0,2,"Male","West Midlands",67.17,31.14,58.45,156.5
4099,"Zero","55-60","Widowed","Retired","Unknown","Own Home","<17,500, >=15,000","No","No",1995,"HTV","CF64 4UH","CF64",0.02,49.47,0,56.47,0,68.42,0,27.98,0,0,0,2,"Female","Wales",21.19,16.07,25.48,68.99
1280,"1","41-45","Partner","Professional","Unknown","Own Home","<25,000, >=22,500","No","Yes",1997,"Carlton","N14 7LL","N14",11.49,104.98,19.49,69.48,9.49,6.48,0,0,0,0,0,2,"Female","South East",42.99,1.08,14.24,42.92
6825,"Zero","55-60","Widowed","Retired","Retired","Own Home","<27,500, >=25,000","No","No",1978,"Anglia","IP11 9TR","IP11",79.94,0.01,34.99,29.47,75.43,11.99,0,40.97,0,0,0,2,"Female","East Anglia",43.97,8.83,26.31,105.59
5996,"2","36-40","Divorced/Separated","Secretarial/Admin","Unknown","Rent Privately","<20,000, >=17,500","No","No",1996,"Central","LE16 8DU","LE16",0,0,0,24.58,0,0,0,58.41,0,0,0,2,"Female","East Midlands",4.92,9.74,13.83,56.43
9250,"Zero","65-70","Partner","Retired","Retired","Own Home","<22,500, >=20,000","No","No",1997,"Border","DG3 5DD","DG3",0,34.99,61.88,45.48,70.05,97.93,0,33.97,9.49,3.99,0.52,2,"Male","Scotland",42.48,24.32,42.82,132.23
9764,"1","41-45","Partner","Business Manager","Business Manager","Own Home",">=35,000","No","No",1974,"Carlton","EN5 4EX","EN5",0,0,0,0,0,0,21,0,0,0,0,2,"Female","South East",0,3.5,3.5,-33.68
10680,"1","31-35","Partner","Secretarial/Admin","Manual Worker","Own Home","<12,500, >=10,000","No","No",1992,"Carlton","EN4 8RZ","EN4",0,0,0,0,0,0,0,0,0,0,11.49,2,"Female","South East",0,1.92,0,16.03
4680,"Zero","51-55","Partner","Unknown","Professional","Own Home",">=35,000","Yes","No",1979,"HTV","CF38 1UY","CF38",0,41.97,59.95,102.45,9.99,69.97,45.46,58.94,0,0,0,2,"Female","Wales",42.87,29.06,47.8,82.34
1198,"Zero","51-55","Partner","Housewife","Business Manager","Own Home",">=35,000","No","No",1973,"Meridian","RH15 9QB","RH15",39.97,49.99,11.49,0.52,27.25,51.45,210.76,45.44,50.41,9.48,0,2,"Female","South East",25.84,61.26,64.31,139.79
5982,"Zero","51-55","Partner","Secretarial/Admin","Manual Worker","Own Home","<20,000, >=17,500","No","Yes",1991,"Tyne Tees","NE33 5AT","NE33",0,24.99,0,45.48,0,78.94,0,34.96,0,0,0,2,"Female","North",14.09,18.98,26.56,61.32
1272,"Zero","65-70","Partner","Unknown","Retired","Own Home",">=35,000","No","No",1963,"Granada","WN3 6DA","WN3",0,164.45,8.99,25.47,17.47,59.98,20.48,45.94,0,4.49,47.45,1,"Female","North West",43.28,29.72,28.22,114.59
2577,"1","41-45","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1988,"Granada","PR5 0LE","PR5",0,85.94,114.96,71.46,0,86.9,12.79,76.93,1,0,7.99,2,"Female","North West",54.47,30.94,41.51,132.7
7758,"Zero","61-65","Partner","Retired","Retired","Own Home","<15,000, >=12,500","No","No",1957,"Anglia","NN8 3DE","NN8",0,27.98,0.01,52.45,11.96,11.97,17.99,135.87,9.49,11.46,154.39,1,"Male","East Midlands",18.48,56.86,39.96,67.57
10805,"Zero","31-35","Partner","Professional","Unknown","Own Home",">=35,000","No","Yes",1998,"Ulster","BT5 6NY","BT5",0,0,0,0,0,0,0,24.99,0,0,0,2,"Female","Northern Ireland",0,4.17,4.17,22.35
4230,"Zero","55-60","Partner","Retired","Retired","Own Home",">=35,000","No","No",1969,"Granada","PR8 3PX","PR8",81.46,0,67.97,0,10.99,74.99,0,38.96,40.96,0,43.97,2,"Female","North West",32.08,33.15,27.65,21.76
8961,"2","36-40","Partner","Secretarial/Admin","Business Manager","Own Home","<30,000, >=27,500","No","No",1996,"Yorkshire","NG20 0NE","NG20",0,44.48,0,0,0,0,0,85.38,0,0,0,2,"Female","East Midlands",8.9,14.23,14.23,0.8
4992,"1","31-35","Partner","Secretarial/Admin","Professional","Own Home","<30,000, >=27,500","No","Yes",1996,"Tyne Tees","NE40 3XD","NE40",0,0,0,297.3,9.99,268.31,0,12,0,4.49,0,2,"Female","North",61.46,47.47,97.93,218.97
9132,"Zero","55-60","Partner","Housewife","Professional","Own Home","<30,000, >=27,500","No","No",1990,"Meridian","BN27 3QX","BN27",0,0,0,67.46,0,0,0,0,0,0,0,2,"Female","South East",13.49,0,11.24,-63.25
4565,"Zero","55-60","Partner","Retired","Retired","Own Home","<17,500, >=15,000","No","No",1964,"Grampian","AB14 0QR","AB14",0,202.46,0,61.47,0,15.48,0,0,0,0,0,2,"Female","Scotland",52.79,2.58,12.83,90.75
9381,"2","31-35","Partner","Other","Manual Worker","Own Home","<27,500, >=25,000","No","No",1991,"Central","OX12 0QG","OX12",0,97.91,58.98,82.46,19.99,44.95,0,0.51,0,5.99,52.95,2,"Female","South East",51.87,17.4,24.65,107.63
2834,"Zero","55-60","Widowed","Retired","Unknown","Own Home","<12,500, >=10,000","No","No",1971,"TV South West","EX20 4BD","EX20",0,0,0,0,0,0,0,0,0,8.72,0,2,"Female","South West",0,1.45,0,-30.92
6210,"1","26-30","Partner","Professional","Professional","Own Home",">=35,000","No","No",1997,"Yorkshire","HD8 8JX","HD8",0,55.98,0,19.99,0.51,12.46,13.49,59.45,0,9.99,0,2,"Female","Unknown",15.3,15.9,17.65,62.14
1693,"2","31-35","Partner","Manual Worker","Other","Own Home","<17,500, >=15,000","No","No",1994,"HTV","BS3 1AJ","BS3",0,0,0,14.99,0,0,8.99,0,0,0,0,2,"Male","South West",3,1.5,4,-18.68
8020,"Zero","41-45","Partner","Professional","Professional","Own Home",">=35,000","No","No",1995,"HTV","SN15 5EL","SN15",0,23.97,29.99,40.97,34.48,0,0,63.45,0,0,0,2,"Female","South West",25.88,10.58,23.15,97.14
8441,"Zero","45-50","Partner","Professional","Secretarial/Admin","Own Home","<30,000, >=27,500","No","No",1985,"Meridian","BN23 6JD","BN23",0,128.98,14.99,48.97,7.97,0,0,0,0,0,0,2,"Female","South East",40.18,0,9.49,102.76
7109,"2","31-35","Partner","Professional","Manual Worker","Own Home","<25,000, >=22,500","No","No",1995,"HTV","SA17 4DW","SA17",0,0,0,39.98,0,0,0,13.99,0,0,0,2,"Female","Wales",8,2.33,9,32.96
10078,"Zero","51-55","Partner","Retired","Professional","Own Home","<27,500, >=25,000","No","No",1979,"Granada","CH3 6PW","CH3",0,24.99,68.96,44.98,24.49,0,0,0,0,0,0,2,"Female","North West",32.68,0,11.58,30.55
2925,"2","36-40","Partner","Professional","Other","Own Home","<25,000, >=22,500","No","No",1982,"Granada","WN7 2AH","WN7",11.99,0,126.94,0,5.99,24.99,0,0,19.99,0,0,2,"Male","North West",28.98,7.5,8.5,91.99
8855,"Zero","65-70","Divorced/Separated","Retired","Unknown","Own Home","<10,000, >= 8,000","No","No",1970,"Meridian","RG7 1EF","RG7",0,0,0,68.89,0,24.49,0,23.48,0,0,0,2,"Female","South East",13.78,8,19.48,61.77
2319,"Zero","31-35","Partner","Manual Worker","Manual Worker","Own Home","<17,500, >=15,000","No","No",1983,"Central","DE55 4LT","DE55",214.4,251.45,116.95,194.4,58.95,47.95,0,216.84,5,0,212.93,1,"Female","East Midlands",167.23,80.45,87.19,273.59
8117,"2","36-40","Partner","Secretarial/Admin","Secretarial/Admin","Own Home","<12,500, >=10,000","No","No",1977,"TV South West","EX39 3AL","EX39",0,11.99,0,40.94,6.99,28.96,61.93,28.46,0,22.94,0,2,"Female","South West",11.98,23.72,27.88,71.45
10563,"Zero","45-50","Partner","Business Manager","Unknown","Own Home","<27,500, >=25,000","No","Yes",1994,"Meridian","SO31 6PZ","SO31",0,0,0,0,0,0,179.35,0,0,49.45,0,2,"Female","South East",0,38.13,29.89,70.65
5001,"1","18-21","Partner","Business Manager","Professional","Own Home","<27,500, >=25,000","No","No",1995,"Yorkshire","S25 2XP","S25",0,198.92,22.97,227.41,32.95,4.99,0,154.34,0,0,0,2,"Male","Unknown",96.45,26.56,69.95,194.79
8909,"2","51-55","Partner","Secretarial/Admin","Manual Worker","Own Home","<22,500, >=20,000","No","No",1980,"Carlton","HP15 7DS","HP15",37.98,0.01,53.98,139.47,0,0,34.98,0,0,0,24.99,2,"Female","South East",46.29,10,29.08,128.8
